"id","name","address","phone","url","latitude","longitude"
"8231","http://www.supracrossfit.com/","3519 Tchoupitoulas Street, New Orleans, LA","(504) 292-1981","Supra CrossFit","29.918311","-90.08972"
"8232","http://crossfitupheaval.com/","1050 Meadows Drive Ste 304, Round Rock, TX","(512) 717-1234","CrossFit Upheaval","30.518167","-97.694211"
"8233","http://www.crossfitfourthavekingsway.com/","Unit 256 C & D 4th Ave Kingsway, Team Valley, Gateshead","07793766567","CrossFit 4th Ave Kingsway","39.718658","-105.024553"
"8234","http://","3910 US-45, Columbus, MS","(662) 549-1320","FTC CrossFit","33.549829","-88.432485"
"8235","http://","4993 Russell Parkway, suite 190-200, Warner Robins, GA","(478) 550-0471","CrossFit War Town","32.578944","-83.7186679"
"8236","http://","Avenida Corrientes 2019, Capital Federal, Buenos Aires","00541 157875243","Rotor CrossFit","-34.6044882","-58.3955742"
"8237","http://crossfitlvi.com/","12270 Oak Knoll Road, Poway, CA","(858) 349-1590","CrossFit LVI","32.950434","-117.06525"
"8238","http://","801 N Palestine, Athens, TX","(903) 539-3036","CrossFit GymFed Athens","32.2136667","-95.8538924"
"8239","http://","6502 Evergreen way, Everett, WA","(206) 963-0939","CrossFit BB","47.938438","-122.218941"
"8240","http://","2675 Mississippi  Ste 45, Saltillo, MS","(662) 322-9919","NorthLee CrossFit","34.3717614","-88.7099415"
"8241","http://","Hemvägen, Alingsas, Alingsas","0046701001956","CrossFit Endorfin Alingsas","57.9247656","12.5423349"
"8242","http://www.crossfitplexus.com/","1007 W Orange Street, Wilmington, DE","(302) 777-PLEX","CrossFit Plexus","39.746771","-75.549292"
"8243","http://www.crossfitgallant.com/","3930 Glade Rd, Colleyville, TX","(817) 707-0465","CrossFit Gallant","32.882502","-97.1035"
"8244","http://","5745 Kearny Villa Road #113-115, San Diego, CA","(951) 816-7629","Boombox CrossFit SD","32.8381925","-117.1344196"
"8245","http://","via Acquacalda 25, Lugo, Italy","00393335218143","CrossFit RMG","44.4217641","11.9122212"
"8246","http://","703 E King Street, Kings Mountain, NC","(704) 281-6543","CrossFit Kings Mountain","35.241163","-81.329688"
"8247","http://",", Lisburn, Co. Down","447761899555","CrossFit Lisburn","54.5213587","-6.1067883"
"8248","http://","940 S Rochester Ave, Suite A, Ontario, CA","(909) 910-1437","CrossFit Saga","34.054312","-117.548453"
"8249","http://www.crossfit923.com/","4017 Crooked Ln, Plano, TX","(806) 544-9297","CrossFit 923","33.053604","-96.7272629"
"8250","http://www.crossfitwestallis.com/","2086 S. 56th St., West Allis, WI","(414) 795-4130","CrossFit West Allis","43.0066796","-87.9826808"
"8251","http://","2-160 Mahood Johnston Dr, Kincardine, ON","(519) 955-6016","No Drama CrossFit","44.1626689","-81.6495565"
"8252","http://www.crossfitk9.com.br/","Avenida do Contorno, 1001, Cabo Frio, Rio de Janeiro","+22 78160718","CrossFit K9","-22.8816078","-42.010210900000004"
"8253","http://","Av. Andrés Rolón 30, San Isidro, Buenos Aires","54 9 11 64984738","Domus CrossFit","-34.4814328","-58.5280599"
"8254","http://","Avenido Fragoso Esquina Sanchez Osorio, Plaza Carolina, Altos Supermercado Econo, Carolina, Puerto Rico","(786) 897-6595","CrossFit Monolith","18.39198479305123","-65.97147345542908"
"8255","http://crossfitzanshin.com/","1570 Holcomb Bridge Rd, #120, Roswell, GA","(404) 518-2967","CrossFit Zanshin","34.019385","-84.312653"
"8256","http://","Calle 93 Numero 49c-149, Barranquilla, Atlantico","057-3002710805","Up Coast CrossFit","11.0023321","-74.8277952"
"8257","http://www.cphcrossfit.com","Alberdi 1290 esq. Lugano, Asuncion, Capital","595 994 286561","CPH CrossFit","-25.290180602106574","-57.64201283454895"
"8258","http://","Unit 1, Duckmoor Road Industrial Estate, Bristol, Avon","07591 940691","CrossFit 605","50.788721","-1.793201"
"8259","http://","6785 Business Parkway, ELKRIDGE, MD","(443) 472-3270","Blue Crab CrossFit","39.183434","-76.765749"
"8260","http://","60 Kingdon Street, Scone, NSW","(042) 205-5277","CrossFit Scone","-32.051798","150.861983"
"8261","http://","724 N. Jefferson Ave, Suite B, Port Allen, LA","(225) 262-9442","Levee CrossFit","30.4585333","-91.2057809"
"8262","http://crossfitblackdragon.com/","LIC. Arturo B. De La Garza 4423, Monterrey, Nuevo Leon","(811) 600-5945","CrossFit Black Dragon","25.7239058","-100.3511936"
"8263","http://www.crossfitcottbus.com/","Gerhart-Hauptmann-Stra�?e 15, Cottbus, Brandenburg","015775789837","CrossFit Cottbus","51.7751233","14.3463025"
"8264","http://cfsouthbelt.com/","3923 Pansy Suite A, Pasadena, TX","(832) 549-5680","CrossFit South Belt","29.651856","-95.162302"
"8265","http://camelcitycrossfit.com","4994 Indiana Avenue, Suite 1, Winston-Salem, NC","(336) 414-2915","Camel City CrossFit","36.154051","-80.277706"
"8266","http://westbaycrossfit.com/","1295 2nd St, San Rafael, CA","(415) 448-5992","West Bay CrossFit","37.971203","-122.530888"
"8267","http://(+34) 916 845 711","Calle progreso, 2, Getafe, Madrid","0034650507779","CrossFit Getafe Capital Sur","40.3150227","-3.6914926"
"8268","http://Www.crossfitdestroyer.com","6195 Route 31 Lakeshore Heights Plaza, Suite 11, Cicero, NY","(315) 427-9179","CrossFit Destroyer","43.1758248","-76.0739999"
"8269","http://","G01 Daytona House, Dubai Autodrome, Motor City, Dubai","(052) 847-3395","CrossFit Sands","25.052432875727963","55.23208274017338"
"8270","http://","Yliopistonkatu 28, Jyväskylä, Keski-Suomi","(040) 834-4386","CrossFit 40100","62.2430152","25.7441538"
"8271","http://crossfitregenerationsouthwest.com/","7092 Distribution Drive, Suite C, Louisville, KY","(502) 994-9514","CrossFit Regeneration Southwest","38.149949","-85.887064"
"8272","http://10xcrossfit.com/","4673 Firestone St., San Diego, CA","(619) 567-9554","10X CrossFit","32.838867","-117.1907"
"8273","http://","14860 Central Ave, Chino, CA","(951) 310-5971","CrossFit High Road","33.983683","-117.690193"
"8274","http://www.oblivioncrossfit.com/","Unit 22 Abercarn Industrial Estate, Newport, Gwent","07411053297","Oblivion CrossFit","51.6477588","-3.1382393"
"8275","http://","31745 Eight Mile, Livonia, MI","(734) 776-1717","CrossFit 8 Mile","42.4405069","-83.361194"
"8276","http://shamrockcrossfit.com/","3375 E Shea Blvd, Suite K, Phoenix, AZ","(480) 384-0366","Shamrock CrossFit","33.5820409","-112.008269"
"8277","http://","821 National Ave, Lexington, KY","(859) 312-6145","CrossFit Maximus Nashland","38.0398739","-84.4779202"
"8278","http://","Van Leeuwenhoekstraat, Willemstad, Curaçao","599-9-522-1000","CrossFit 5 Triple 9","12.110014599039895","-68.94338369289017"
"8279","http://","218 RL Wheeler Road, Gray, GA","(478) 365-9832","Gray CrossFit","32.91111","-83.579794"
"8280","http://","655 Church Street, Indiana, PA","(814) 233-6070","Uptown CrossFit","40.6215931","-79.1521052"
"8281","http://","10 Welton Road, West Roxbury, MA","(781) 640-6235","CrossFit Marauder","42.282728","-71.161653"
"8282","http://www.crossfitbattlestrong.com/","300 Forest Drive, East Hills, NY","(516) 484-1545","CrossFit Battle Strong","40.8052621","-73.6378867"
"8283","http://www.crossfitkingstowne.com/","652 South Pickett, Alexandria, VA","(703) 408-7887","CrossFit Kingstowne","38.804162","-77.132142"
"8284","http://","Søren Jaakæks vei 6, Bergen, Norge","(004) 147-4382","CrossFit Vest Nesttun","60.3664343","5.348581"
"8285","http://crossfithightide.com/","150 Thunderbird Dr. #307B, Richmond hill, GA","(912) 398-0074","CrossFit High Tide","31.9620877","-81.3251751"
"8286","http://","12752 Kingston Pike 105, Knoxville, TN","(865) 789-0548","CrossFit 865","35.864792","-84.210644"
"8287","http://crossfitwalsall.co.uk/","Unit 39, Empire Industrial Park, Brickyard Road, Aldridge, Walsall, West Midlands","447918952995","CrossFit Walsall","52.6168134","-1.9320003"
"8288","http://www.crossfitrelease.com","29701 N. Sunrise Point, Peoria, AZ","(623) 866-3780","CrossFit Release","33.752366","-112.329168"
"8289","http://","Urbanización Río Oro, Comercial local #2, Santa Ana, San Jose","(506)83012700","Santa Ana CrossFit","9.939231009416927","-84.20448434582903"
"8290","http://www.crossfit3429.com/","2/4 Frederick Street, Sunbury, VIC","(040) 975-4077","CrossFit 3429","-37.5794919","144.7288981"
"8291","http://www.crossfitgladiusii.com/","Av. Lavandisca, 663, Ibirapuera/Moema, Sao Paula","+55 (11) 998086-8096","CrossFit Gladius II","-23.6028987","-46.6639296"
"8292","http://www.verumvicrossfit.com/","1718 Fry Road, Suite 215, Houston, TX","(214) 412-8613","Verum Vi CrossFit","29.791183","-95.717012"
"8293","http://","Nizhny Susalny per. 5/17, Moscow, Moscow","0079191064636","CrossFit ARMA S.M.C.","55.761291","37.663021"
"8294","http://www.endorphincrossfit.com","250 Hallock Ave, Unit A, Middlesex, NJ","(732) 474-8477","Endorphin CrossFit","40.5835575","-74.4786266"
"8295","http://","2938 S. York St., Muskogee, OK","(918) 207-9791","CrossFit Muskogee","35.7172859","-95.3403081"
"8296","http://www.verveforlife.com.au/page30879/CrossFit-VFL.aspx","310 Hillsborough Rd, Warners Bay, NSW","61249544191","CrossFit VFL","-32.9655785","151.6567902"
"8297","http://","2519 Oregon Road,, Northwood, OH","(419) 308-5864","Maumee Valley CrossFit","41.6081241","-83.5381344"
"8298","http://www.crossfitstout.net/","1701 Summit Ave., Plano, TX","(469) 601-8282","CrossFit Stout","33.009903","-96.688431"
"8299","http://","Haakon VII`s gate 6, Trondheim, Norway","004797023147","CrossFit Maxpuls","63.44304648634463","10.455830097198486"
"8300","http://","12821 Montana Ave. Suite H, El Paso, TX","(915) 694-4398","CrossFit Tierra","31.811632","-106.240904"
"8302","http://www.crossfit4802.com","4z/11 Garema Street, Cannonvale, QLD","(044) 892-0295","CrossFit 4802","-20.2844","148.683472"
"8303","http://","22 Turgeneva Street, Yekaterinburg, Sverdlovskaya oblast","79630310150","CrossFit Molot","56.843403","60.61462"
"8304","http://","B1 LK Bldg., 360-21, Seoul, Seogyo-dong, Mapo-gu","82.10.9221.1197","CrossFit Steampunk","37.550702178657154","126.92362857018361"
"8305","http://www.train-fast.com/#!crossfit/cewa","5450 Wadsworth Bypass, Unit B, Arvada, CO","(303) 523-5645","CrossFit LTP","39.794913","-105.078014"
"8306","http://","Calle Hermogenes Alvarez Equina R Boker, Caguas, P.R.","(787) 688-0147","CrossFit Tropical","18.23524127624187","-66.02783203125006"
"8307","http://www.crossfitmississauga.com","501 Lakeshore Rd East, Mississauga, ON","(416) 561-5055","CrossFit Mississauga","43.5661824","-79.5701426"
"8308","http://",", Richlands, QLD","(042) 167-2288","CrossFit Kanga","-27.5961252","152.9558068"
"8309","http://","Av. Professor Mario Werneck, Belo Horizonte, Minas Gerais","553196131030","A.G.E CrossFit","-19.9708837","-43.9653081"
"8310","http://www.voracitycrossfit.com/","46 12th St, Weyburn, SK","(306) 842-2520","Voracity CrossFit","49.6590612","-103.8410107"
"8311","http://north.panhandlecrossfit.com/","2951 HWY 77, Panama City, FL","(850) 814-0716","Panhandle CrossFit North 77","30.2126847","-85.6494188"
"8312","http://","1413 Old Niles Ferry, Maryville, TN","(865) 414-0236","CrossFit 129","35.741607","-83.985995"
"8313","http://","100 Bauer Drive, Oakland, NJ","(201) 651-1010","CrossFit LFC","41.003425","-74.241542"
"8314","http://www.city4051crossfit.com/","117 Mina Parade, Brisbane, QLD","(073) 856-0410","City 4051 CrossFit","-27.4273072","153.0054386"
"8315","http://crossfitcastlewood.com/","8455 Castlewood Drive, Suite E, Indianapolis, IN","(317) 677-3698","CrossFit Castlewood","39.908975","-86.044178"
"8316","http://www.crossfit313.com","6470 Williamson, Dearborn, MI","(888) 363-3635","CrossFit 313","42.3367528","-83.181366"
"8317","http://shred-crossfit.com/","5704 Avery Rd., Dublin, OH","(614) 309-4777","SHRED CrossFit","40.083661","-83.157527"
"8318","http://","68 New Clyde Highway, Canton, NC","(828) 989-0209","CrossFit Yona","35.5320841","-82.8637332"
"8319","http://","88 Sir Lowry, Cape Town, Western Cape","(072) 377-2252","CrossFit District Six","-33.9281213","18.4432285"
"8320","http://www.crossfit2st.com/","1323-25 South 2nd Street, Philadelphia, PA","(610) 291-6779","CrossFit 2 St","39.9309974","-75.1478892"
"8321","http://","Sheriff Street, Worcester, Worcestershire","07554008155","CrossFit WestMids","52.1953661","-2.2071656"
"8322","http://bayportcrossfit.com/","734 Montauk Hwy, Bayport, NY","(631) 868-7455","Bayport CrossFit","40.7467685","-73.0553269"
"8324","http://","Chrenovská 16, Nitra, Slovakia","00421907468433","CrossFit Chrenova","48.3156297","18.1070049"
"8325","http://","2781 Carter, Loganville, GA","(404) 915-4570","Alcovy CrossFit","33.8183954","-83.8348965"
"8326","http://www.chalkmonkeycrossfit.com/home.html","2426 DuPont, Pasadena, TX","(281) 770-9767","ChalkMonkey CrossFit","29.6764689","-95.1533033"
"8327","http://","N 6379 Cole Court, #103, Onalaska, WI","(608) 397-9924","CrossFit La Crosse North","43.9480642","-91.2602198"
"8328","http://","516 N. 8th St C, De Pere, WI","(920) 530-4784","CrossFit De Pere","44.453111","-88.078136"
"8329","http://www.casacrossfit.com","12 bis, Lotissement du Parc, Boulevard Anoual, Casablanca, Maroc","+212 6 51 27 92 43","Casa CrossFit","33.56800298620725","-7.611422538757324"
"8330","http://crossfittraverse.com/","700 Veterans Pkwy, Lake Geneva, WI","(414) 397-2279","CrossFit Traverse","42.582263","-88.4095697"
"8331","http://www.crossfit0260.com/","3/F, Man Hing Building 78-83 Queens Road Central, Central, Hong Kong","852 66237510","CrossFit 0260","22.2834275","114.1553846"
"8332","http://","260 Avenida Campillo, Suite G, Calexico, CA","(760) 768-8509","CrossFit Illicitus","32.6920551","-115.4938561"
"8333","http://www.blacksteelcrossfit.com/","San Francisco de Dos Rios Calle 39A, San Jose, San Jose","50687055116","Black Steel CrossFit","9.907254","-84.0607921"
"8334","http://","1480 Olive Branch Parke Lane, Greenwood, IN","(317) 223-3633","CrossFit Center Grove","39.594159","-86.1603772"
"8335","http://","498 Pascoe Vale Rd, Strathmore, VIC","(041) 583-3834","CrossFit Anaconda","-37.7296183","144.924017"
"8336","http://","199 route de clisson, St Sébastien sur loire, Pays de la loire","(063) 221-4394","CrossFit Saint Sebastien sur Loire","47.1891491","-1.508327"
"8337","http://www.crossfitwinnersville.com","3974 Inner Perimeter Rd, Valdosta, GA","(229) 834-1984","CrossFit Winnersville","30.8817","-83.2554"
"8338","http://","Rua das Caneleiras 220, Santo André, São Paulo","005511997353788","JK CrossFit","-23.6460479","-46.5380275"
"8339","http://","1377 S Flower Street, L.A., CA","(213) 290-2367","CrossFit Smiley Streets","34.0382419","-118.268447"
"8340","http://tarponspringscrossfit.com/","425 E Spruce Street, Unit D, Tarpon Springs, FL","(727) 348-9969","CrossFit Tarpon Springs","28.153086","-82.751642"
"8341","http://",", Manosque, Alpes de haute prove","(067) 938-6571","CrossFit Manosque","43.835744","5.790916"
"8342","http://","1425 30th St., Suite D, San Diego, CA","(760) 716-1994","CrossFit Illusion","32.5706362","-117.0665005"
"8343","http://","Lavalle 542, Capital Federal, Bueno Aires","54-11-4-3730723","CrossFit Korvo","-34.6021774","-58.3744756"
"8344","http://www.crossfitchosen.com/","80 Wilson Blvd. S. Ste. 7, Naples, FL","(239) 677-1861","CrossFit Chosen","26.2286769","-81.6056183"
"8345","http://www.crossfitskiatook.com/","125 W Rogers Blvd, Skiatook, OK","(918) 510-7100","CrossFit Skiatook","36.368237","-96.0023269"
"8346","http://crossfitalhaurin.com/","Carretera de Malaga, Partido de Zángano 56, Nave 5, Alhaurin el Grande, Malaga","0034666618534","CrossFit  Alhaurin","36.6428298","-4.6876707"
"8347","http://","2425-C NW Birdsdale Ave, Gresham, OR","(503) 807-5581","CrossFit Cimmeria","45.5145279","-122.455542"
"8348","http://www.crossfitemanation.com","6401 49th St. N, Pinellas Park, FL","(727) 278-3464","CrossFit Emanation","27.830399","-82.699325"
"8349","http://","10 Meadowlands Parkway, Secaucus, NJ","(201) 887-3512","CrossFit Secaucus","40.7978786","-74.0662473"
"8350","http://www.crossfitincinerator.com/","41735 Winchester Road  Suite F, Temecula, CA","(805) 704-5770","CrossFit Incinerator","33.518248","-117.16903"
"8352","http://www.CrossFitRisingFire.com","1690 Republic Road, Suite 2, Hutington Valley, PA","(267) 567-5450","CrossFit Rising Fire","40.161282","-75.066789"
"8353","http://","9558 E Brown Rd, Lowell, AR","(417) 894-6558","CrossFit Argonaut","36.2405311","-94.174032"
"8354","http://www.crossfitmidway.com/","6255 S. Archer Ave., Chicago, IL","(773) 284-6735 ext 2","CrossFit Midway","41.793238","-87.7766089"
"8355","http://","7679 Limestone Drive, Unit 110, Gainesville, VA","(571) 241-6420","CrossFit Prominent","38.79045","-77.597227"
"8356","http://","Viale di Tor di Quinto 55 00191, Rome, Lazio","0039 3299545899","CrossFit Tevere","41.9380731","12.4779582"
"8357","http://www.midmittencrossfit.com/","701 E South Street, Suite 02, Lansing, MI","(517) 214-8148","Mid Mitten CrossFit","42.719978","-84.541502"
"8359","http://www.backroadscrossfit.com/","17 N 3rd Street, Almira, WA","(509) 639-2355","Back Roads CrossFit","47.7107245","-118.9408437"
"8360","http://","13936 West Main Street, LaRose, LA","(910) 578-4818","Stone Wall CrossFit","29.5584698","-90.3547036"
"8361","http://www.bomberscrossfit.com/","838 Distribution Drive, Beavercreek, OH","(318) 401-1538","Bombers CrossFit","39.7120128","-84.0125402"
"8362","http://www.crossfit45north.com","5405 SE Alexander St, Hillsboro, OR","(971) 245-6398","CrossFit 45 North","45.4980755","-122.928292"
"8363","http://www.risencrossfit.com/","24911 Kuykendahl Rd, Tomball, TX","(832) 779-5662","Risen CrossFit","30.123792","-95.554744"
"8364","http://","715 North Glasscock, Mission, TX","(956) 867-1124","CrossFit Sharyland","26.2091579","-98.2943593"
"8365","http://www.gbecrossfit.com/","114 S Panna Maria Ave., Karnes City, TX","(830) 780-3303","GBE CrossFit","28.8847972","-97.9010969"
"8366","http://www.crossfitoldfashion.com/","4112 Town Center Blvd, Orlando, FL","(407) 765-3780","CrossFit Old Fashion","28.3623374","-81.4284939"
"8367","http://",", Valdemoro, Madrid","34661548783","CrossFit Valdemoro","40.196093","-3.677465"
"8368","http://www.crossfitbuena.com","525 S. West Blvd., Buena, NJ","(609) 381-4545","CrossFit Buena","39.5218267","-74.9465599"
"8369","http://","6 KM JP Laurel Avenue, Consuelo Bldg. 3rd Floor, Davao City, Davao del Sur","+63 82 303 5231","DMA CrossFit","6.7662687","125.3284269"
"8370","http://","9109 W Silver St, Cheney, WA","(580) 481-0088","CrossFit Overrun","47.597221","-117.53941"
"8371","http://","158 McCall Street, Flat Rock, NC","(828) 231-4397","GenX CrossFit","35.315388","-82.429194"
"8372","http://www.sevenvalleycrossfit.com/","15 Salbury Street, Cortland, NY","(555) 555-5555","Seven Valley CrossFit","42.6042126","-76.1653128"
"8373","http://www.crossfitgdc.it/","Via Noci S.N., Gioia del Colle, Italia","(339) 759-2950","CrossFit GDC","40.797283932637384","16.929375479595933"
"8374","http://www.silverstarcrossfit.com/","300 DOMINION DRIVE SUITE 650, Morrisville, NC","(919) 659-5740","Silver Star CrossFit","35.843582","-78.811414"
"8375","http://www.crossfitgb2a.com/","8680 Baymeadows Rd E Apt 337, Jacksonville, FL","(619) 508-2357","CrossFit GB2A","30.2194331","-81.5099716"
"8376","http://www.blackpowdercrossfit.com","327 Greendate Road, York, PA","(757) 784-5975","Black Powder CrossFit","39.938164","-76.708419"
"8377","http://crossfitupperbucks.com/","118 N Hellertown Avenue, Quakertown, PA","(267) 469-0051","CrossFit Upper Bucks","40.444559","-75.3335577"
"8378","http://www.crossfit-630.com","670 West Mill St, Unit 108, Naperville, IL","(630) 791-0498","CrossFit 630","41.7829098","-88.1543391"
"8379","http://","89 Vanguard Street, Nelson, Tasman","(027) 322-4224","CrossFit Whakatu","-41.2840754","173.2695969"
"8380","http://www.crossfitward.com/","11675 Montwood, Suite C, El Paso, TX","(915) 329-7132","CrossFit Ward","31.7678","-106.286293"
"8381","http://crossfitmankind.net/","3433 Diversified Drive, Loganville, GA","(678) 689-5200","CrossFit Mankind","33.8561551","-83.9422993"
"8382","http://","7922 Glencoe Drive, #4, Huntington Beach, CA","(916) 281-8800","Arkaios CrossFit","33.72403","-117.990457"
"8383","http://","285 Rt 9, Bayville, NJ","(732) 678-6925","CrossFit Bayville","39.9218515","-74.164419"
"8384","http://www.crossfit531.com/","531 Poets Square, Fallbrook, CA","(760) 689-2576","CrossFit 531","33.366831","-117.256641"
"8385","http://","Corso Torino, 87, Ferriera, Italy/Torino","00393405624551","CrossFit Huddle","45.0835075","7.4350402"
"8386","http://www.tfpcrossfit.com/","35514 Kenai Spur Hwy., Suite A, Soldotna, AK","(907) 252-4155","TFP CrossFit","60.4952223","-151.0682109"
"8387","http://","67 Crockford Street, Port Melbourne, VIC","(041) 900-6625","Pure Movement CrossFit","-37.833793","144.948512"
"8388","http://","SCEN TRECHO 1 LOTE 22/24, Brasilia, Distritio Federal","556183045555","Lakeview CrossFit","-15.7861974","-47.8581848"
"8389","http://crossfitrohrmoser.com/","Del antiguo AID 300mts nor-oeste. Bodega color gris mano izquierda, Rohrmoser, San Jose","(506) 88445281","CrossFit Rohrmoser","9.953794488905013","-84.12647502746125"
"8390","http://","900 E Lincoln St, Bldg D, Gillette, WY","(307) 220-4307","Thunder Basin CrossFit","44.294741","-105.4925452"
"8391","http://crossfitod.com/","10010 Rosedale Highway, Suite 1, Bakersfield, CA","(661) 747-3439","CrossFit OD","35.386302","-119.113148"
"8392","http://","7 Coller Rd, Ulladulla, NSW","(043) 268-2012","CrossFit Ulladulla","-35.369544","150.460388"
"8393","http://www.brickcrossfitsantiagodecompostela.com","Avenida Syra Alonso 2 Bajo, Santiago de Compostela, La Coruña","+881 819 786","Brick CrossFit Santiago de Compostela","42.8643825","-8.5646529"
"8394","http://www.crossfitluminary.com","610 Maryland Ave NE, Unit B, Grand Rapids, MI","(616) 821-6995","CrossFit Luminary","42.9741659","-85.610424"
"8395","http://",", Aalesund, Møre og Romsdal","004790984024","CrossFit Ålesund","62.4639201","6.1035782"
"8396","http://crossfitmyheart.com/","3008 E Hammer Ln #112, Stockton, CA","(209) 478-4348","CrossFit My Heart","38.0204756","-121.2784942"
"8397","http://","24-32 Lexington Drive, Bella Vista, Sydney, NSW","(043) 945-8212","CrossFit Bella Vista","-33.7344582","150.9454751"
"8398","http://www.etbodyshop.com/#!crossfit/c7zo","2920 West Main Street, East Troy, WI","(262) 642-4244","CrossFit East Troy","42.7852557","-88.4069437"
"8399","http://www.crossfitmitchell.com/","2/6 Dacre St, Mitchell, ACT","(040) 748-4603","CrossFit Mitchell","-35.211629","149.136735"
"8401","http://lacstrong.com/","951 East Lewis & Clark Pkwy, Suite 830, Clarksville, IN","(812) 284-4900","CrossFit 927","38.31902676087239","-85.7608134457451"
"8402","http://www.paradecrossfit.com.au/","145 The Parade, Norwood, SA","(042) 887-3008","Parade CrossFit","-34.920933","138.634604"
"8403","http://","Alberdi 1150, San miguel, Buenos Aires","541164930852","CrossFit Argos San Miguel","-34.5507508","-58.6995038"
"8404","http://","3780 Concorde est Laval, Laval, QC","(450) 661-5225","CrossFit Perfogym","45.6037503","-73.6506888"
"8405","http://","Avenida 10 de Agosto N39-213, Avenida América, Quito, Pichincha","(593)994533988","Euforia CrossFit","-0.1464847","-78.4751945"
"8406","http://gunsoutcrossfit.com/","4351 Atlanta Highway, montgomery, AL","(334) 868-1950","Guns Out CrossFit","32.382407","-86.232254"
"8407","http://www.crossfitoost.com/","'t Boske 11, Aalten, Gelderland","0031648966382","CrossFit Oost","51.9265516","6.5652077"
"8408","http://","8707 Old Bardstown Road, Louisville, KY","(502) 435-8811","CrossFit Fixation","38.120052","-85.572542"
"8409","http://cfabsolutefit.com/","10126 Lower Sacramento Road, Stockton, CA","(209) 403-9073","CrossFit Stockton","38.046467","-121.3189423"
"8410","http://www.crossfitchiclana.com/","Avenida de la Industria nº38, Chiclana de la Frontera, Cádiz","34637330845","CrossFit Chiclana","36.4187018","-6.1485414"
"8411","http://www.brickcrossfitpuertovenecia.com","Travesía Jardines Reales nº7, Zaragoza, Zaragoza","881 819 786","Brick CrossFit Puerto Venecia","41.6152944","-0.8794311"
"8412","http://","Rue provinciale, n°2, Wavre, Brabant Wallon","0032 479 55 92 18","CrossFit Wavre","50.7137444","4.6045275"
"8413","http://www.crossfitsampa.com.br/","Rua Traipu, 205, Pacaembu, São Paulo, SP","5511.999101091","CrossFit Sampa","-23.534053","-46.6629296"
"8414","http://","267 Unit.C Cranmore Boulevard, Shirley, West Midlands","07528581380","CrossFit Solihull","52.4750743","-1.829833"
"8415","http://www.custercrossfit.com/_/Welcome.html","943 South E ST, Broken Bow, NE","(308) 870-3830","Custer CrossFit","41.40192991550021","-99.6415114402771"
"8416","http://www.crossfitclemson.com/","906-6 Tiger Blvd, Clemson, SC","(864) 986-1840","CrossFit Clemson","34.691997","-82.845229"
"8417","http://crossfitvlissingen.nl/","Mercuriusweg 13, Vlissingen, Zeeland","(063) 002-8337","CrossFit Vlissingen","51.4514296","3.5833666"
"8418","http://","Tamaulipas 418 Ampl Rodriguez, Reynosa, Tamaulipas","(956) 369-7126","899 CrossFit","26.0822984","-98.2812753"
"8419","http://","115 Embleton Road, Owings Mills, MD","(410) 627-0676","CrossFit Execution","39.442001","-76.795564"
"8420","http://www.newtonconovercrossfit.com/","307 B MCLIN Creek Road, Conover, NC","(704) 622-5869","Newton Conover CrossFit","35.69616","-81.191697"
"8421","http://","525 west Arapaho road, suite 26, Richardson, TX","(214) 577-3636","CrossFit Sirius","32.961522","-96.736452"
"8424","http://","3140 Coyote Park Dr., El Paso, TX","(915) 493-7853","Pass City CrossFit","31.7873877","-106.2277633"
"8425","http://crossfitdeterrence.com/","1191 George Washington Blvd, Akron, OH","(330) 257-1976","CrossFit Deterrence","41.0296189","-81.461252"
"8426","http://www.crossfitchillicothe.com/","227A Renick Avenue, Chillicothe, OH","(740) 412-1808","CrossFit Chillicothe","39.3356993","-82.9500735"
"8427","http://www.sportlife.se/traning/crossfit-442/","Solbrackegatan 31, Kungalv, VGotaland","0303-938 21","CrossFit 442","57.8925056","11.938793"
"8428","http://","6 Bates Gates Road, SBL 7-2-1, New Hampton, NY","(914) 980-8880","CrossFit New Hampton","41.4118","-74.4201"
"8429","http://","6151 S Highland Drive, Salt Lake City, UT","(801) 244-4277","C2X CrossFit","40.639611","-111.833525"
"8430","http://","Bacciarellego 54, Wroclaw, Dolnoslaskie","0048504168437","CrossFit Wroclaw","51.1025193","17.1159577"
"8431","http://","204 Hatteras Ave, Clermont, FL","(787) 478-0251","South Lake CrossFit","28.565502","-81.733878"
"8432","http://crossfitbonniebrook.com/","494 A, Route 422 East, Butler, PA","(724) 256-9159","CrossFit Bonniebrook","40.864779","-79.829888"
"8433","http://venetacrossfit.com/","22410 Vaughn Rd, Veneta, OR","(541) 935-1526","CrossFit Veneta","44.026188","-123.45117"
"8434","http://","1010 N Bird Street, Sun Prairie, WI","(608) 837-4646","CrossFit Vultus","43.194386","-89.224265"
"8435","http://","2000 East Cherokee Avenue, Suite Q, Sallisaw, OK","(918) 790-3488","Sallisaw CrossFit 3488","35.4569175","-94.7676333"
"8437","http://","9 Mckenzie Lane, Bothas Hill, Kwa-Zulu Natal","(083) 778-0830","CrossFit Pink Fox","-29.750572","30.737735"
"8438","http://","Av Jesús del Monte 44, Hacienda de Las Palmas, Estado de Mexico, Jesús del Monte","63631284","CrossFit Ram","19.395055","-99.2898026"
"8439","http://crossfitwuppertal.de/crossfit/","Hastener Strasse 4-8, Wuppertal, NRW","0049 173-4274705","CrossFit Wuppertal","51.21438","7.14642"
